event_id,date,year,month,city,latitude,longitude,narrative_type,tone_score,mentions,description,sector_reference
548,2023-10-16,2023,10,London,51.5074,-0.1278,Deepfake Executive Announcement,-5,33,This event involved a deepfake executive announcement reported in London.,Financial Sector
549,2024-01-01,2024,1,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-4,24,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
550,2022-07-16,2022,7,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,15,This event involved a deepfake executive announcement reported in London.,Financial Sector
551,2024-04-14,2024,4,Bristol,51.4545,-2.5879,False Cyberattack Alert,-9,25,This event involved a false cyberattack alert reported in Bristol.,Financial Sector
552,2020-01-22,2020,1,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,24,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
553,2023-01-14,2023,1,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,16,This event involved a fake insolvency rumour reported in London.,Financial Sector
554,2023-06-15,2023,6,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-5,23,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
555,2023-06-27,2023,6,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-5,25,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
556,2024-01-22,2024,1,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-8,27,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
557,2022-10-12,2022,10,London,51.5074,-0.1278,Fraudulent Investment Scheme,-9,14,This event involved a fraudulent investment scheme reported in London.,Financial Sector
558,2022-05-13,2022,5,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-3,31,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
559,2021-11-09,2021,11,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-2,6,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
560,2020-06-04,2020,6,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-7,34,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
561,2023-05-25,2023,5,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-7,12,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
562,2021-08-22,2021,8,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-7,6,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
563,2020-02-04,2020,2,London,51.5074,-0.1278,Fake Insolvency Rumour,-2,32,This event involved a fake insolvency rumour reported in London.,Financial Sector
564,2023-12-07,2023,12,Bristol,51.4545,-2.5879,Fraudulent Investment Scheme,-7,27,This event involved a fraudulent investment scheme reported in Bristol.,Financial Sector
565,2020-12-17,2020,12,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,28,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
566,2023-07-24,2023,7,London,51.5074,-0.1278,False Cyberattack Alert,-6,6,This event involved a false cyberattack alert reported in London.,Financial Sector
567,2020-12-06,2020,12,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,22,This event involved a fake insolvency rumour reported in London.,Financial Sector
568,2022-01-03,2022,1,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-6,31,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
569,2022-09-28,2022,9,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-7,10,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
570,2022-06-18,2022,6,London,51.5074,-0.1278,False Cyberattack Alert,-4,31,This event involved a false cyberattack alert reported in London.,Financial Sector
571,2020-03-06,2020,3,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-7,13,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
572,2022-05-04,2022,5,London,51.5074,-0.1278,False Cyberattack Alert,-4,26,This event involved a false cyberattack alert reported in London.,Financial Sector
573,2021-04-07,2021,4,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,26,This event involved a deepfake executive announcement reported in London.,Financial Sector
574,2024-02-01,2024,2,London,51.5074,-0.1278,Fake Insolvency Rumour,0,25,This event involved a fake insolvency rumour reported in London.,Financial Sector
575,2022-06-11,2022,6,Birmingham,52.4862,-1.8904,Fraudulent Investment Scheme,-6,28,This event involved a fraudulent investment scheme reported in Birmingham.,Financial Sector
576,2022-02-13,2022,2,London,51.5074,-0.1278,False Cyberattack Alert,-8,14,This event involved a false cyberattack alert reported in London.,Financial Sector
577,2020-08-13,2020,8,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-5,12,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
578,2023-08-29,2023,8,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-3,15,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
579,2022-07-14,2022,7,Birmingham,52.4862,-1.8904,AI-Generated Interest Rate Rumour,-9,34,This event involved a ai-generated interest rate rumour reported in Birmingham.,Financial Sector
580,2021-05-09,2021,5,London,51.5074,-0.1278,False Cyberattack Alert,-6,30,This event involved a false cyberattack alert reported in London.,Financial Sector
581,2023-10-30,2023,10,London,51.5074,-0.1278,Fraudulent Investment Scheme,-5,6,This event involved a fraudulent investment scheme reported in London.,Financial Sector
582,2022-03-23,2022,3,London,51.5074,-0.1278,False Cyberattack Alert,-3,22,This event involved a false cyberattack alert reported in London.,Financial Sector
583,2024-05-25,2024,5,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-2,8,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
584,2022-04-19,2022,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-3,12,This event involved a fake insolvency rumour reported in London.,Financial Sector
585,2021-02-04,2021,2,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,16,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
586,2021-02-23,2021,2,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,11,This event involved a deepfake executive announcement reported in London.,Financial Sector
587,2020-10-18,2020,10,London,51.5074,-0.1278,Deepfake Executive Announcement,-3,19,This event involved a deepfake executive announcement reported in London.,Financial Sector
588,2024-08-28,2024,8,London,51.5074,-0.1278,False Cyberattack Alert,-6,21,This event involved a false cyberattack alert reported in London.,Financial Sector
589,2023-03-14,2023,3,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-5,10,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
590,2020-04-30,2020,4,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-5,14,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
591,2020-12-27,2020,12,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-4,34,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
592,2020-06-04,2020,6,London,51.5074,-0.1278,Fraudulent Investment Scheme,-9,28,This event involved a fraudulent investment scheme reported in London.,Financial Sector
593,2023-02-17,2023,2,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-7,19,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
594,2023-11-28,2023,11,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-2,35,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
595,2024-05-27,2024,5,London,51.5074,-0.1278,Deepfake Executive Announcement,-8,30,This event involved a deepfake executive announcement reported in London.,Financial Sector
596,2020-04-07,2020,4,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-7,12,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
597,2024-02-24,2024,2,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,15,This event involved a deepfake executive announcement reported in London.,Financial Sector
598,2021-07-10,2021,7,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-5,24,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
599,2022-05-24,2022,5,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-4,5,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
600,2024-05-19,2024,5,London,51.5074,-0.1278,False Cyberattack Alert,-6,23,This event involved a false cyberattack alert reported in London.,Financial Sector
601,2022-04-15,2022,4,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-8,9,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
602,2024-10-31,2024,10,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,24,This event involved a fake insolvency rumour reported in London.,Financial Sector
603,2024-05-20,2024,5,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-7,34,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
604,2021-03-10,2021,3,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-5,17,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
605,2020-03-23,2020,3,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-5,9,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
606,2024-10-22,2024,10,London,51.5074,-0.1278,Fraudulent Investment Scheme,-9,31,This event involved a fraudulent investment scheme reported in London.,Financial Sector
607,2024-10-16,2024,10,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-1,30,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
608,2024-07-04,2024,7,London,51.5074,-0.1278,False Cyberattack Alert,-5,10,This event involved a false cyberattack alert reported in London.,Financial Sector
609,2023-10-13,2023,10,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-8,22,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
610,2020-09-22,2020,9,London,51.5074,-0.1278,False Cyberattack Alert,-9,21,This event involved a false cyberattack alert reported in London.,Financial Sector
611,2023-05-29,2023,5,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-8,21,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
612,2022-02-13,2022,2,London,51.5074,-0.1278,Deepfake Executive Announcement,-2,35,This event involved a deepfake executive announcement reported in London.,Financial Sector
613,2021-08-29,2021,8,London,51.5074,-0.1278,False Cyberattack Alert,-4,6,This event involved a false cyberattack alert reported in London.,Financial Sector
614,2023-08-19,2023,8,London,51.5074,-0.1278,Fake Insolvency Rumour,-8,23,This event involved a fake insolvency rumour reported in London.,Financial Sector
615,2020-10-01,2020,10,London,51.5074,-0.1278,False Cyberattack Alert,-8,20,This event involved a false cyberattack alert reported in London.,Financial Sector
616,2024-01-13,2024,1,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-4,14,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
617,2022-03-27,2022,3,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-6,5,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
618,2020-09-17,2020,9,Manchester,53.4808,-2.2426,False Cyberattack Alert,-4,30,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
619,2021-06-05,2021,6,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,35,This event involved a deepfake executive announcement reported in London.,Financial Sector
620,2022-05-03,2022,5,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,10,This event involved a deepfake executive announcement reported in London.,Financial Sector
621,2024-09-04,2024,9,London,51.5074,-0.1278,False Cyberattack Alert,-5,5,This event involved a false cyberattack alert reported in London.,Financial Sector
622,2023-02-17,2023,2,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-2,31,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
623,2024-04-28,2024,4,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,35,This event involved a deepfake executive announcement reported in London.,Financial Sector
624,2023-03-17,2023,3,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-6,32,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
625,2022-01-23,2022,1,London,51.5074,-0.1278,Deepfake Executive Announcement,-3,27,This event involved a deepfake executive announcement reported in London.,Financial Sector
626,2023-06-21,2023,6,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-7,33,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
627,2020-05-22,2020,5,London,51.5074,-0.1278,False Cyberattack Alert,-4,11,This event involved a false cyberattack alert reported in London.,Financial Sector
628,2023-12-02,2023,12,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,26,This event involved a deepfake executive announcement reported in London.,Financial Sector
629,2023-02-05,2023,2,London,51.5074,-0.1278,Fraudulent Investment Scheme,-8,25,This event involved a fraudulent investment scheme reported in London.,Financial Sector
630,2023-03-14,2023,3,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,33,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
631,2022-08-30,2022,8,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,35,This event involved a fake insolvency rumour reported in London.,Financial Sector
632,2021-06-06,2021,6,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,19,This event involved a deepfake executive announcement reported in London.,Financial Sector
633,2024-04-17,2024,4,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-8,29,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
634,2024-08-01,2024,8,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-8,5,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
635,2024-11-01,2024,11,Leeds,53.8008,-1.5491,False Cyberattack Alert,-2,17,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
636,2021-08-23,2021,8,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,25,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
637,2021-06-23,2021,6,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-8,35,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
638,2020-09-09,2020,9,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-4,31,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
639,2023-08-06,2023,8,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,33,This event involved a deepfake executive announcement reported in London.,Financial Sector
640,2024-10-28,2024,10,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,8,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
641,2022-07-09,2022,7,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-5,13,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
642,2024-02-29,2024,2,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,18,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
643,2022-07-12,2022,7,Manchester,53.4808,-2.2426,False Cyberattack Alert,-9,10,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
644,2024-06-24,2024,6,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-4,33,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
645,2022-06-23,2022,6,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-2,22,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
646,2024-12-12,2024,12,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-4,33,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
647,2021-12-27,2021,12,London,51.5074,-0.1278,Deepfake Executive Announcement,-2,14,This event involved a deepfake executive announcement reported in London.,Financial Sector
648,2020-09-06,2020,9,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-5,14,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
649,2023-10-04,2023,10,London,51.5074,-0.1278,False Cyberattack Alert,-3,8,This event involved a false cyberattack alert reported in London.,Financial Sector
650,2021-04-02,2021,4,Leeds,53.8008,-1.5491,Fraudulent Investment Scheme,-7,12,This event involved a fraudulent investment scheme reported in Leeds.,Financial Sector
651,2022-11-30,2022,11,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-5,30,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
652,2022-11-25,2022,11,London,51.5074,-0.1278,Fraudulent Investment Scheme,-7,7,This event involved a fraudulent investment scheme reported in London.,Financial Sector
653,2022-12-09,2022,12,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,32,This event involved a deepfake executive announcement reported in London.,Financial Sector
654,2024-02-11,2024,2,London,51.5074,-0.1278,Deepfake Executive Announcement,-10,5,This event involved a deepfake executive announcement reported in London.,Financial Sector
655,2024-06-22,2024,6,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,35,This event involved a deepfake executive announcement reported in London.,Financial Sector
656,2024-06-28,2024,6,London,51.5074,-0.1278,Fraudulent Investment Scheme,-4,34,This event involved a fraudulent investment scheme reported in London.,Financial Sector
657,2021-04-06,2021,4,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-8,25,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
658,2023-08-23,2023,8,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-7,18,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
659,2024-09-06,2024,9,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,8,This event involved a fake insolvency rumour reported in London.,Financial Sector
660,2023-04-22,2023,4,London,51.5074,-0.1278,False Cyberattack Alert,-9,29,This event involved a false cyberattack alert reported in London.,Financial Sector
661,2023-07-17,2023,7,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-5,24,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
662,2024-02-18,2024,2,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-5,32,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
663,2020-12-30,2020,12,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-3,8,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
664,2023-11-15,2023,11,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-10,29,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
665,2024-03-12,2024,3,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,15,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
666,2021-03-10,2021,3,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-4,11,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
667,2020-04-17,2020,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,30,This event involved a fake insolvency rumour reported in London.,Financial Sector
668,2022-07-28,2022,7,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-10,15,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
669,2024-02-08,2024,2,London,51.5074,-0.1278,Fraudulent Investment Scheme,-1,11,This event involved a fraudulent investment scheme reported in London.,Financial Sector
670,2021-04-12,2021,4,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,35,This event involved a deepfake executive announcement reported in London.,Financial Sector
671,2023-05-15,2023,5,Bristol,51.4545,-2.5879,Synthetic Regulatory Announcement,-3,15,This event involved a synthetic regulatory announcement reported in Bristol.,Financial Sector
672,2021-05-22,2021,5,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,8,This event involved a fake insolvency rumour reported in London.,Financial Sector
673,2024-01-10,2024,1,London,51.5074,-0.1278,Deepfake Executive Announcement,-10,7,This event involved a deepfake executive announcement reported in London.,Financial Sector
674,2020-11-27,2020,11,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-4,5,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
675,2022-03-23,2022,3,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-4,26,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
676,2020-04-20,2020,4,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-4,15,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
677,2021-03-27,2021,3,London,51.5074,-0.1278,Fraudulent Investment Scheme,-6,15,This event involved a fraudulent investment scheme reported in London.,Financial Sector
678,2022-05-06,2022,5,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-8,27,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
679,2023-11-28,2023,11,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-7,21,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
680,2022-06-05,2022,6,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-8,18,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
681,2020-02-02,2020,2,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,34,This event involved a deepfake executive announcement reported in London.,Financial Sector
682,2020-10-07,2020,10,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,10,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
683,2024-12-31,2024,12,London,51.5074,-0.1278,Fake Insolvency Rumour,-3,25,This event involved a fake insolvency rumour reported in London.,Financial Sector
684,2022-12-01,2022,12,London,51.5074,-0.1278,Deepfake Executive Announcement,-3,19,This event involved a deepfake executive announcement reported in London.,Financial Sector
685,2024-09-05,2024,9,Manchester,53.4808,-2.2426,False Cyberattack Alert,-8,18,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
686,2020-09-20,2020,9,London,51.5074,-0.1278,Deepfake Executive Announcement,-1,30,This event involved a deepfake executive announcement reported in London.,Financial Sector
687,2023-10-06,2023,10,Leeds,53.8008,-1.5491,Deepfake Executive Announcement,-2,29,This event involved a deepfake executive announcement reported in Leeds.,Financial Sector
688,2021-02-04,2021,2,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-3,29,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
689,2021-03-31,2021,3,Bristol,51.4545,-2.5879,Synthetic Regulatory Announcement,-2,17,This event involved a synthetic regulatory announcement reported in Bristol.,Financial Sector
690,2021-09-14,2021,9,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-5,23,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
691,2020-10-16,2020,10,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,0,35,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
692,2023-08-09,2023,8,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-3,9,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
693,2021-07-25,2021,7,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-7,30,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
694,2023-11-30,2023,11,Bristol,51.4545,-2.5879,False Cyberattack Alert,-4,29,This event involved a false cyberattack alert reported in Bristol.,Financial Sector
695,2021-11-18,2021,11,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-3,29,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
696,2021-06-26,2021,6,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,5,This event involved a fake insolvency rumour reported in London.,Financial Sector
697,2024-01-17,2024,1,London,51.5074,-0.1278,False Cyberattack Alert,-7,27,This event involved a false cyberattack alert reported in London.,Financial Sector
698,2024-05-28,2024,5,London,51.5074,-0.1278,Fraudulent Investment Scheme,-5,34,This event involved a fraudulent investment scheme reported in London.,Financial Sector
699,2020-03-25,2020,3,Leeds,53.8008,-1.5491,False Cyberattack Alert,-7,8,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
700,2024-01-06,2024,1,London,51.5074,-0.1278,Fake Insolvency Rumour,-2,17,This event involved a fake insolvency rumour reported in London.,Financial Sector
701,2023-03-31,2023,3,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,11,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
702,2020-05-11,2020,5,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-2,6,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
703,2020-09-24,2020,9,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-5,12,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
704,2021-08-19,2021,8,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-3,35,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
705,2022-02-10,2022,2,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-7,8,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
706,2020-09-11,2020,9,London,51.5074,-0.1278,False Cyberattack Alert,-4,10,This event involved a false cyberattack alert reported in London.,Financial Sector
707,2024-07-28,2024,7,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-4,28,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
708,2021-05-11,2021,5,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,15,This event involved a deepfake executive announcement reported in London.,Financial Sector
709,2021-09-08,2021,9,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,31,This event involved a deepfake executive announcement reported in London.,Financial Sector
710,2022-10-08,2022,10,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-6,9,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
711,2023-06-04,2023,6,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-4,5,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
712,2023-01-24,2023,1,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,17,This event involved a fake insolvency rumour reported in London.,Financial Sector
713,2021-06-17,2021,6,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-10,22,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
714,2022-12-11,2022,12,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,5,This event involved a fake insolvency rumour reported in London.,Financial Sector
715,2023-01-10,2023,1,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-8,10,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
716,2021-02-28,2021,2,London,51.5074,-0.1278,False Cyberattack Alert,-4,14,This event involved a false cyberattack alert reported in London.,Financial Sector
717,2021-01-26,2021,1,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,13,This event involved a deepfake executive announcement reported in London.,Financial Sector
718,2024-07-30,2024,7,London,51.5074,-0.1278,False Cyberattack Alert,0,19,This event involved a false cyberattack alert reported in London.,Financial Sector
719,2021-04-05,2021,4,London,51.5074,-0.1278,False Cyberattack Alert,-8,12,This event involved a false cyberattack alert reported in London.,Financial Sector
720,2022-04-07,2022,4,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-7,27,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
721,2024-09-18,2024,9,London,51.5074,-0.1278,Deepfake Executive Announcement,-5,20,This event involved a deepfake executive announcement reported in London.,Financial Sector
722,2021-06-20,2021,6,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-7,7,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
723,2020-09-18,2020,9,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,26,This event involved a fake insolvency rumour reported in London.,Financial Sector
724,2024-08-11,2024,8,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-6,21,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
725,2021-12-02,2021,12,London,51.5074,-0.1278,Fake Insolvency Rumour,-2,19,This event involved a fake insolvency rumour reported in London.,Financial Sector
726,2021-07-02,2021,7,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,27,This event involved a deepfake executive announcement reported in London.,Financial Sector
727,2022-05-02,2022,5,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-6,26,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
728,2024-08-26,2024,8,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-8,27,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
729,2021-07-01,2021,7,Leeds,53.8008,-1.5491,Fraudulent Investment Scheme,-9,28,This event involved a fraudulent investment scheme reported in Leeds.,Financial Sector
730,2023-09-19,2023,9,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-5,26,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
